run,sample,success,request_id,text,audio_duration_s,ttft_ms,ttfa_ms,last_audio_ms,e2e_total_ms,wav_remote_path,result_remote_path
stable_best_sil672,sample_00,True,sg_c12_s000_6f074ede-2d97-4ed0-b549-f297ba24421b,我叫千问，是阿里巴巴集团旗下的通义实验室自主研发的多模态超大规模语言模型，有什么我可以帮助你的吗？,9.680000000000003,4441.332922317088,9966.929416172206,21439.04618313536,32262.638197280467,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_00/sg_c12_s000_6f074ede-2d97-4ed0-b549-f297ba24421b.wav,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_00/result.json
stable_best_sil672,sample_01,True,sg_c12_s001_753344fc-e4ef-482d-b0ad-5d24967f4374,我叫千问，是阿里巴巴集团旗下的通义实验室自主研发的多模态超大规模语言模型，有什么我可以帮助你的吗？,9.040000000000003,6214.016211219132,9974.38884107396,22539.787603076547,32691.23474881053,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_01/sg_c12_s001_753344fc-e4ef-482d-b0ad-5d24967f4374.wav,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_01/result.json
stable_best_sil672,sample_02,True,sg_c12_s002_db0ba9e2-1ae3-48d5-8163-5da756c74a54,千问，是阿里巴巴集团旗下的通义实验室自主研发的多模态超大规模语言模型，有什么我可以帮助你的吗？,8.800000000000002,12813.277130946517,9984.079697635025,22781.778294593096,32905.22983390838,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_02/sg_c12_s002_db0ba9e2-1ae3-48d5-8163-5da756c74a54.wav,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_02/result.json
stable_best_sil672,sample_03,True,sg_c12_s003_e130961f-5108-4858-9ed9-b600ad0394ea,我叫千问，是阿里巴巴集团旗下的通义实验室自主研发的多模态超大规模语言模型，有什么我可以帮助你的吗？,8.880000000000003,6339.451995678246,10067.80314585194,23427.432498894632,33191.01146282628,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_03/sg_c12_s003_e130961f-5108-4858-9ed9-b600ad0394ea.wav,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_03/result.json
stable_best_sil672,sample_04,True,sg_c12_s004_cb586d43-01fd-431d-acb9-05c80e459d15,我叫通义千问Omni，是阿里巴巴集团旗下的通义实验室自主研发的多模态超大规模语言模型，有什么我可以帮助你的吗？,9.360000000000003,6968.83689891547,10047.76856303215,25616.1743090488,34407.72262820974,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_04/sg_c12_s004_cb586d43-01fd-431d-acb9-05c80e459d15.wav,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_04/result.json
stable_best_sil672,sample_05,True,sg_c12_s005_0c924687-230a-416d-85e1-12d676dbda44,我叫千问多模态大模型，是阿里巴巴集团旗下的通义实验室自主研发的多模态超大规模语言模型，有什么我可以帮助你的吗？,10.320000000000004,7086.291376966983,10017.658880911767,27069.233282934874,35601.50796780363,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_05/sg_c12_s005_0c924687-230a-416d-85e1-12d676dbda44.wav,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_05/result.json
stable_best_sil672,sample_06,True,sg_c12_s006_f4684f79-3c6c-4bd6-a212-b5047fc0ae99,我叫千问多模态大模型，是阿里巴巴集团旗下的通义实验室自主研发的多模态超大规模语言模型，有什么我可以帮助你的吗？,10.560000000000004,7623.957557603717,10007.460861001164,27465.784528758377,36180.091676767915,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_06/sg_c12_s006_f4684f79-3c6c-4bd6-a212-b5047fc0ae99.wav,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_06/result.json
stable_best_sil672,sample_07,True,sg_c12_s007_4f5bfd4a-a299-42ea-af86-1bae9c7a1b58,我叫千问，是阿里巴巴集团旗下的通义实验室自主研发的多模态超大规模语言模型，有什么我可以帮助你的吗？,8.400000000000002,7771.308149211109,10025.020061060786,23838.835855945945,33401.064216159284,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_07/sg_c12_s007_4f5bfd4a-a299-42ea-af86-1bae9c7a1b58.wav,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_07/result.json
stable_best_sil672,sample_08,True,sg_c12_s008_2173b1a8-977f-4a6e-968b-5f278e9e8eea,我叫千问，是阿里巴巴集团旗下的通义实验室自主研发的多模态超大规模语言模型，有什么我可以帮助你的吗？,9.200000000000003,8386.837047990412,9996.432095766068,24506.061817053705,33655.90190468356,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_08/sg_c12_s008_2173b1a8-977f-4a6e-968b-5f278e9e8eea.wav,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_08/result.json
stable_best_sil672,sample_09,True,sg_c12_s009_0cae33d7-35b5-4743-bb6b-a1caf2cc9fd8,我叫千问，是阿里巴巴集团旗下的通义实验室自主研发的多模态超大规模语言模型，有什么我可以帮助你的吗？,8.320000000000002,8463.521193247288,10051.754880230874,24913.8676491566,33905.162926297635,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_09/sg_c12_s009_0cae33d7-35b5-4743-bb6b-a1caf2cc9fd8.wav,/myapp/sglang-omni/results/sg_realtime_c12_decodebatch8_ready_subset1_mem080_item256m_omitcached_trimfix_cache2048_64g_run12_relay1024_cvd345_8162_20260630_103902/client_c12_realtime_audio_vllmstyle_sil672_stagger0_temp1_barrier_104103/sample_09/result.json
